artists;acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;popularity;key;mode;count;;;;;;;;
Love;0.327398293;0.552121951;195930.7073;0.540339024;0.031577705;0.128985366;-11.67165854;0.048136585;119.9464634;0.593946341;30.87804878;9;1;82;;;;;;;;
Love Affair;0.288;0.501;206780;0.485;6.10E-07;0.1937;-11.5905;0.0334;113.0685;0.616;46.5;9;1;4;;;;;;;;
Love Battery;0.171;0.634;268467;0.909;0.00318;0.102;-8.332;0.0289;103.398;0.816;43;2;1;2;;;;;;;;
Love Committee;0.0204;0.509;525693;0.895;0.000771;0.47;-8.988;0.139;126.645;0.416;40;9;0;2;;;;;;;;
Love Fellowship Choir;0.4555;0.461666667;403871.1667;0.4305;0.000536667;0.348;-10.57933333;0.0479;97.13033333;0.271;45.16666667;1;1;6;;;;;;;;
Love Spit Love;0.35;0.441;214173;0.659;9.90E-05;0.305;-7.395;0.0315;102.464;0.536;32;9;1;2;;;;;;;;
Love Unlimited;0.236;0.630428571;248001.8571;0.526142857;0.000672886;0.249457143;-10.16128571;0.043257143;111.8928571;0.578428571;35.85714286;5;1;7;;;;;;;;
Love and Rockets;0.028767885;0.4705;323808.8333;0.658833333;0.185611667;0.192333333;-9.694333333;0.040433333;129.0051667;0.515333333;35.33333333;2;1;12;;;;;;;;
Love and Theft;0.0134;0.656;186627;0.696;0;0.0753;-5.917;0.0261;108.015;0.966;59;8;1;2;;;;;;;;
Love/Hate;0.000427;0.392;151893;0.963;0.0114;0.451;-6.984;0.115;103.211;0.508;32;1;1;2;;;;;;;;
LoveRance;0.322;0.881;256766;0.416;0;0.0927;-13.488;0.158;96.997;0.468;51;1;1;1;;;;;;;;
Lovebirds;0.000535;0.789;401124;0.661;0.917;0.0119;-6.29;0.0621;126.004;0.556;0;1;1;2;;;;;;;;
Loverboy;0.14677;0.539652174;265468.3478;0.690478261;0.000281267;0.203908696;-10.70426087;0.039930435;137.4192174;0.672826087;35.52173913;4;1;46;;;;;;;;
Lovesliescrushing;0.072;0.164;231133;0.271;0.789;0.174;-15.507;0.0478;112.969;0.402;40;6;1;2;;;;;;;;
Lovey's Trinidad String Band;0.996;0.2975;181300;0.388;0.9005;0.1465;-16.7;0.05535;199.199;0.6165;2;3;1;4;;;;;;;;
Loveys Band;0.996;0.39;179487;0.482;0.869;0.375;-15.433;0.0567;141.048;0.924;0;7;1;2;;;;;;;;
Loving Caliber;0.244;0.829;227176;0.509;4.45E-05;0.0957;-8.711;0.0729;131.065;0.854;62;6;1;2;;;;;;;;
Lovlee;0.007499;0.586;118323.5;0.9;0.0222;0.319;-7.2585;0.04555;126.9515;0.209;30.5;6;0;4;;;;;;;;
Low;0.188033333;0.38;375542.3333;0.384333333;0.575;0.11;-13.31033333;0.038266667;130.0806667;0.274133333;51;5;1;6;;;;;;;;
LowRider;0.227;0.739;80000;0.705;0.33;0.144;-9.828;0.0287;120.038;0.669;0;7;1;2;;;;;;;;
Lowell Fulson;0.923125;0.6435;173618.4375;0.3651875;0.043553431;0.13825625;-7.7441875;0.0462125;95.6684375;0.5455625;2.9375;7;1;32;;;;;;;;
Lowell George;0.439166667;0.584;217591.1667;0.458333333;0.005298333;0.14475;-12.075;0.035216667;114.9325;0.5995;34.33333333;7;1;12;;;;;;;;
Lowell Hales;3.94E-06;0.371;55687;0.979;0.153;0.239;-10.941;0.0643;137.887;0.41;7;11;0;1;;;;;;;;
Lowell Lo;0.795666667;0.539666667;254213.6667;0.319666667;0.378004333;0.142;-16.30666667;0.028833333;109.0823333;0.238666667;43;4;0;3;;;;;;;;
Lowell Mason;0.9795;0.303;168516.5;0.1592;0.80775;0.083425;-21.9835;0.03525;110.601;0.3308;18.5;7;1;4;;;;;;;;
Lowlife;0.214;0.344;234320;0.627;0.182;0.209;-7.996;0.0295;83.008;0.504;34;11;0;2;;;;;;;;
Lowtails;0.477732308;0.631792308;142904.9231;0.259736154;0.758056923;0.127238462;-17.13569231;0.161015385;123.8510769;0.464969231;21.46153846;4;0;52;;;;;;;;
Loy Mendonsa;0.0452;0.902;333093;0.772;0.000129;0.12;-8.29;0.0383;131.992;0.808;54;6;0;2;;;;;;;;
Loyloy Thessalonikia;0.983;0.371;205293;0.557;0.0132;0.109;-6.625;0.0299;112.001;0.659;0;7;0;2;;;;;;;;
Lu Geremine;4.12E-05;0.799;457482;0.83;0.85;0.238;-9.687;0.0554;126.997;0.15;0;7;1;2;;;;;;;;
Lu Watters Yerba Buena Jazz Band;0.8735;0.6115;187978.375;0.50175;0.948;0.2492375;-11.5525;0.0519125;137.319375;0.956;1.75;8;1;16;;;;;;;;
Lu Xuna Qian;0.432;0.475;215706;0.3317;0.432333333;0.109566667;-18.41466667;0.031066667;105.118;0.277366667;0;7;1;6;;;;;;;;
Luba;0.048;0.328;241427;0.7;0.000159;0.127;-7.274;0.0348;145.654;0.296;37;3;1;2;;;;;;;;
Luben;0.00598;0.676;432625;0.689;0.67;0.0866;-10.067;0.0384;120.018;0.353;0;1;1;2;;;;;;;;
Lubna;6.53E-05;0.779;413447;0.644;0.925;0.104;-9.349;0.12;122.008;0.712;0;7;1;2;;;;;;;;
Lubomír Havlák;0.956;0.173;301280;0.266;9.41E-06;0.191;-13.735;0.0552;74.43;0.0517;0;2;1;1;;;;;;;;
Luca Albano;5.75E-05;0.802;361614;0.767;0.832;0.135;-9.622;0.0434;127.016;0.0936;0;1;0;2;;;;;;;;
Luca Bignardi;0.2358;0.558666667;391155.6667;0.559666667;2.23E-05;0.186333333;-7.68;0.0303;135.7873333;0.335666667;58;10;1;6;;;;;;;;
Luca Burgalassi;0.774;0.619;276760;0.468;0.000621;0.118;-7.728;0.0306;140.023;0.359;0;9;0;2;;;;;;;;
Luca Debonaire;0.00135;0.862;300952;0.655;0.369;0.0696;-5.056;0.11;125.996;0.764;0;10;1;2;;;;;;;;
Luca Pirazzi;0.00703;0.686;435000;0.93;0.815;0.606;-4.239;0.325;192.031;0.291;1;10;0;4;;;;;;;;
Lucas & Steve;0.146;0.766;175610;0.803;0;0.104;-5.145;0.0513;123.047;0.54;9;10;0;1;;;;;;;;
Lucas Ez;0.219;0.71;193895;0.653;1.81E-05;0.146;-8.316;0.0312;95.051;0.761;35;9;0;2;;;;;;;;
Lucas Grabeel;0.198;0.71775;227200.25;0.8155;0;0.1377;-3.72975;0.0969;125.946;0.72675;57.75;6;1;4;;;;;;;;
Lucas Reyes;0.000531;0.767;392960;0.793;0.910333333;0.0702;-6.757333333;0.084133333;128.0046667;0.560666667;0;9;0;12;;;;;;;;
Lucenzo;0.0846;0.4;198773;0.915;0;0.0503;-4.89;0.28;88.917;0.878;75;0;1;2;;;;;;;;
Lucerne Festival Orchestra;0.817;0.158;597533;0.142;0.471;0.0849;-20.352;0.0483;76.435;0.036;0;0;1;2;;;;;;;;
Lucero;0.22864;0.545;208424;0.4026;0.000438;0.11128;-10.5392;0.03248;124.4054;0.408;38.8;11;1;10;;;;;;;;
Lucha Villa;0.477235714;0.550285714;208607.8929;0.365464286;9.31E-05;0.211925;-8.283857143;0.039992857;108.9776429;0.649035714;39.17857143;0;1;28;;;;;;;;
Lucho Cuadros;0.0642;0.636;212364;0.786;9.20E-05;0.138;-5.103;0.129;95.389;0.937;24;2;1;1;;;;;;;;
Lucho Gatica;0.929;0.49;177589.3333;0.289666667;0.0047857;0.220333333;-10.16666667;0.061366667;134.9786667;0.455;17.66666667;6;1;6;;;;;;;;
Lucho Macedo Y Su Sonora;0.84;0.634;162427;0.831;0.424;0.221;-5.61;0.057;113.352;0.964;17;10;0;1;;;;;;;;
Lucho Oliva;0.838294118;0.630352941;166238.7059;0.550647059;0.004168426;0.153847059;-10.81429412;0.075611765;152.1537647;0.903647059;0.882352941;3;1;34;;;;;;;;
Luci Martin;0.0134;0.778;413780;0.807;0.106;0.0647;-7.275;0.0814;125.006;0.927;0;2;1;1;;;;;;;;
Lucia Aliberti;0.931;0.317;233800;0.171;0.0152;0.113;-17.488;0.046;98.413;0.142;0;10;1;1;;;;;;;;
Lucia Belen;0.0613;0.452;270021;0.452;0.00058295;0.1795;-9.0315;0.101;88.1965;0.3075;0;1;1;4;;;;;;;;
Lucia Danieli;0.984;0.2185;219520;0.11025;0.014405;0.1795;-18.156;0.04275;80.339;0.1192;1;5;1;2;;;;;;;;
Lucia Danieli/Nicolai Gedda/Mario Borriello/Orchestra del Teatro alla Scala; Milano/Herbert von Karajan;0.98;0.291;169347;0.138;0.000659;0.146;-16.739;0.0389;98.052;0.14;9;0;1;1;;;;;;;
Lucia Danieli/Nicolai Gedda/Mario Borriello/Renato Ercolani/Orchestra del Teatro alla Scala; Milano/Herbert von Karajan;0.978;0.395;254600;0.25;0.000766;0.125;-15.258;0.0462;105.104;0.345;15;0;1;1;;;;;;;
Lucia Popp;0.975;0.198;218893;0.0896;0.853;0.0667;-22.721;0.0482;129.576;0.0391;16;10;1;1;;;;;;;;
Lucian;0.354;0.794;179658;0.476;0.00307;0.332;-4.337;0.0558;129.827;0.471;58;2;0;2;;;;;;;;
Luciana;0.01202416;0.6636;150579.6;0.85;0.044706;0.309;-6.1906;0.1734;128.807;0.2824;13.4;4;1;5;;;;;;;;
Luciana Serra;0.961;0.492;171507;0.111;0.00216;0.305;-19.696;0.0563;74.005;0.247;37;7;0;1;;;;;;;;
Luciano Benevene;0.968666667;0.734;202422.6667;0.127433333;0.298625733;0.350666667;-17.17733333;0.2599;121.67;0.809333333;0;8;1;6;;;;;;;;
Luciano Berio;0.984;0.207;1120840;0.106;0.488;0.237;-19.118;0.0458;74.615;0.0609;0;7;1;1;;;;;;;;
Luciano Pavarotti;0.910361702;0.247191489;261372.9362;0.244193617;0.069639083;0.273444681;-15.32885106;0.045382979;97.99408511;0.165717021;35.91489362;2;1;47;;;;;;;;
Luciano Pizzella;0.00267;0.437;338599;0.799;0.825;0.276;-8.779;0.0779;195.024;0.17;0;0;1;2;;;;;;;;
Luciano Tajoli;0.983;0.387;204105.4706;0.135641176;0.137173882;0.239217647;-16.32970588;0.045141176;107.8333529;0.434705882;0.117647059;10;1;34;;;;;;;;
Lucid Blue;0.0009705;0.484;134243.6667;0.896333333;0.047723333;0.218666667;-8.170666667;0.0785;137.323;0.266666667;24.33333333;6;0;6;;;;;;;;
Lucid Dreaming World-Collective Unconscious Mind;0.35;0.568;175250;0.0438;0.000523;0.422;-27.271;0.0313;87.017;0.137;0;7;1;2;;;;;;;;
Lucie Danieli;0.984333333;0.269916667;227349.9167;0.156341667;0.025442345;0.178416667;-16.5025;0.045733333;95.98608333;0.1061;10.66666667;0;1;12;;;;;;;;
Lucien Boyer;0.995;0.703;186800;0.28;6.84E-05;0.163;-15.39;0.174;127.531;0.897;0;0;1;2;;;;;;;;
Lucienne Boyer;0.982714286;0.400571429;190056.8571;0.136971429;0.126724556;0.177614286;-16.59485714;0.074557143;90.50828571;0.342571429;0.285714286;9;1;14;;;;;;;;
Lucienne Delyle;0.937;0.354;147400;0.17;0;0.292;-15.192;0.0386;72.452;0.375;25;6;1;2;;;;;;;;
Lucilla Noronha;0.996;0.596;140213;0.121;0.918;0.113;-16.534;0.0542;134.393;0.645;0;4;0;2;;;;;;;;
Lucille Bogan;0.9906;0.5744;175425.95;0.191185;0.055867876;0.153865;-11.01115;0.075485;104.9024;0.5324;20.4;10;1;40;;;;;;;;
Lucille Bremer;0.957;0.577;131667;0.16845;1.03E-06;0.0505;-16.299;0.0779;150.446;0.72;25.5;6;1;2;;;;;;;;
Lucille Jean Norman;0.934;0.471;194467;0.307;2.45E-06;0.212;-13.688;0.0773;137.398;0.556;4;1;1;1;;;;;;;;
Lucille Smith;0.934;0.471;194467;0.307;2.45E-06;0.212;-13.688;0.0773;137.398;0.556;4;1;1;1;;;;;;;;
Lucinda Williams;0.443716667;0.535833333;236843.25;0.392666667;0.002764032;0.148958333;-12.3975;0.04015;121.4739167;0.534333333;37.66666667;7;1;24;;;;;;;;
Lucio Alves;0.885;0.249;175155;0.153;0.161;0.151;-14.465;0.0405;85.001;0.124;19;6;0;2;;;;;;;;
Lucio Battisti;0.353623529;0.467529412;286137.3529;0.435823529;0.004928687;0.158952941;-12.63882353;0.048029412;113.2418235;0.440223529;48.70588235;9;1;34;;;;;;;;
Lucio Dalla;0.6084;0.53;310885.4;0.3224;9.53E-06;0.11858;-14.4056;0.04354;127.1596;0.475;52.6;0;1;10;;;;;;;;
Lucio Quarantotto;0.917;0.265;246533;0.468;0.00395;0.0899;-5.916;0.0336;115.1;0.396;47;7;1;1;;;;;;;;
Lucky Ali;0.409;0.76;223028;0.555;0.213;0.0822;-10.165;0.0465;98.066;0.52;64;7;1;2;;;;;;;;
Lucky Date;0.00313;0.812;292500;0.867;0.568;0.0581;-3.411;0.0669;128.006;0.33;1;9;1;4;;;;;;;;
Lucky Dube;0.332428571;0.719571429;236775.2857;0.636285714;1.71E-06;0.143671429;-7.619714286;0.065928571;106.7124286;0.799428571;41.85714286;11;1;14;;;;;;;;
Lucky Luck;0.985;0.652;231600;0.353;6.87E-05;0.191;-10.782;0.124;146.764;0.798;13;3;1;2;;;;;;;;
Lucy Andonian;0.828;0.432666667;197542.3333;0.537333333;0.019000353;0.175566667;-10.97633333;0.1111;98.58966667;0.262333333;7;2;0;3;;;;;;;;
Lucy Kitchen;0.181;0.686;380690;0.384;0.872;0.132;-9.126;0.0427;87.019;0.0378;0;9;0;2;;;;;;;;
Lucy Pearl;0.054508;0.8386;228813.4;0.5642;0.0007428;0.13636;-5.615;0.10704;102.8694;0.7388;53.6;6;0;5;;;;;;;;
Lucy Perelli;0.98975;0.40745;266889.95;0.11477;0.004843556;0.222705;-18.8016;0.101695;109.24155;0.23895;0.05;3;1;20;;;;;;;;
Lucy Pullin;0.0061242;0.5056;121444.8;0.9406;0.3957386;0.2516;-6.8768;0.04256;134.9914;0.5814;9.8;6;1;10;;;;;;;;
Lucy Rose;0.715;0.423;233013;0.183;4.25E-05;0.104;-13.517;0.0344;122.341;0.142;49;9;1;2;;;;;;;;
Lucy Saunders;0.0012081;0.4485;146172;0.923;0.5195;0.2945;-5.724;0.03585;131.9965;0.358;6.5;2;1;2;;;;;;;;
Lucy Schwartz;0.983;0.264;220240;0.129;0.0138;0.155;-14.404;0.0335;105.314;0.0801;49;2;0;2;;;;;;;;
Lucía Méndez;0.3445;0.738;169333.5;0.614;0.0001825;0.11395;-14.0175;0.0356;141.6355;0.811;40.5;10;1;4;;;;;;;;
Ludacris;0.137739848;0.698358696;249657.4022;0.73901087;0.0002433;0.20018587;-5.672467391;0.217708696;119.9071304;0.564652174;53.29347826;1;1;92;;;;;;;;
Ludmila Vybíralová;0.92225;0.3455;72774.75;0.2235;3.57E-06;0.110325;-15.0335;0.033;126.5525;0.4505;29.25;8;1;4;;;;;;;;
Ludo;0.00158;0.598;260533;0.794;0;0.0794;-2.551;0.055;120.917;0.373;53;2;0;2;;;;;;;;
Ludovico Einaudi;0.975304348;0.255826087;340659.7826;0.108769565;0.892521739;0.094882609;-24.37713043;0.051004348;127.9664348;0.071365217;43.08695652;2;1;23;;;;;;;;
Ludvig Brandstrup;0.995;0.584;209400;0.0467;0.00102;0.188;-24.307;0.113;145.521;0.504;0;1;1;2;;;;;;;;
Ludwig Eybisch;0.9068;0.2556;324528;0.2826;0.2373146;0.24;-14.5902;0.04742;87.7742;0.3232;0;0;1;5;;;;;;;;
Ludwig Fleck;0.981;0.418;498600;0.191;4.22E-05;0.346;-21.641;0.0907;140.973;0.309;0;0;1;1;;;;;;;;
Ludwig Goransson;0.535;0.417;198862;0.408;0.655;0.102;-13.343;0.0761;165.799;0.233;70;5;0;2;;;;;;;;
Ludwig Hoelscher;0.99;0.3095;494086.5;0.1209;0.7895;0.2135;-17.07125;0.0529;82.5815;0.196675;0;11;1;8;;;;;;;;
Ludwig Hoffmann;0.9915;0.3785;532000;0.1036;0.9285;0.10235;-25.51;0.0359;120.6745;0.3835;49.5;7;1;4;;;;;;;;
Ludwig Hofmann;0.9285;0.372;160533.5;0.184;0;0.3985;-23.1415;0.10225;109.3065;0.344;0;7;0;2;;;;;;;;
Ludwig Satz;0.990333333;0.578666667;208751.3333;0.322;0.01426991;0.296333333;-14.04866667;0.161366667;117.9696667;0.507;0;5;0;6;;;;;;;;
Ludwig Suthaus;0.96275;0.18865;157356.75;0.208525;0.112754;0.401;-17.52425;0.0434;83.993;0.1423;2.25;0;1;4;;;;;;;;
Ludwig Weber;0.978153846;0.344538462;289858.3077;0.232615385;0.004215618;0.425769231;-17.77792308;0.078884615;107.142;0.270384615;0;5;1;13;;;;;;;;
Ludwig van Beethoven;0.960664452;0.342360465;435850.9313;0.14855701;0.692894297;0.162958361;-20.34471318;0.055205648;104.4278217;0.255329679;6.221483942;0;1;903;;;;;;;;
Lugar;0.020995;0.6715;374165;0.7795;0.4835;0.1392;-5.6095;0.2665;128.044;0.445;0;7;1;4;;;;;;;;
Luh Kel;0.244675;0.81675;136053.75;0.5955;0;0.1339;-6.513;0.101975;111.527;0.53125;69.25;7;1;8;;;;;;;;
Lui Chan;0.963;0.0974;201693;0.14;0.894;0.154;-17.532;0.0485;177.744;0.0846;37;3;1;1;;;;;;;;
Luigi;0.00619;0.827;327576;0.741;0.0816;0.0891;-9.382;0.0736;126.994;0.961;7;0;0;2;;;;;;;;
Luigi Alva;0.955;0.157;241920;0.0868;0.00331;0.219;-24.065;0.0459;80.224;0.0389;0;8;1;1;;;;;;;;
Luigi Boccherini;0.954833333;0.369438889;256799.3889;0.110513333;0.573588889;0.140222222;-23.23483333;0.042894444;100.7142778;0.391;22.72222222;9;1;18;;;;;;;;
Luigi Cherubini;0.899333333;0.303166667;302766.8333;0.2695;0.438804333;0.165;-14.4565;0.045483333;104.3958333;0.323883333;0;5;1;6;;;;;;;;
Luigi Denza;0.96625;0.391;187771.5;0.40125;0.10788;0.24325;-11.253;0.049425;109.51025;0.358;2.25;6;1;4;;;;;;;;
Luigi Palagano;0.000852333;0.434666667;2248102;0.907333333;0.679666667;0.251633333;-6.014333333;0.051166667;131.8513333;0.157633333;0;1;1;6;;;;;;;;
Luigi Peretti;0.0137;0.806;401294;0.625;0.922;0.158;-4.86;0.0603;128.004;0.215;0;7;1;1;;;;;;;;
Luigi Pizzeri;0.951;0.388;165200;0.0686;6.45E-06;0.303;-22.33;0.0475;112.389;0.273;0;0;1;1;;;;;;;;
Luigui Gomez;0.645;0.701;256008;0.4922;0.02087074;0.2796;-7.4474;0.03958;100.8322;0.7708;29.4;9;0;5;;;;;;;;
Luis Alberto Spinetta;0.7735;0.456;272853.5;0.0773;0.0003195;0.148;-21.399;0.0417;99.523;0.165;51;6;0;4;;;;;;;;
Luis Alberto Valencia;0.96525;0.5115;192999.25;0.38525;0.21682408;0.25475;-11.68575;0.0554;149.897;0.63625;5;2;0;8;;;;;;;;
Luis Alfonso Partida El Yaki;0.655;0.358;250686;0.465;0;0.155;-7.384;0.0433;87.706;0.535;73;10;1;2;;;;;;;;
Luis Alvarez;0.964;0.409;207680;0.275;0.637;0.124;-17.792;0.0582;111.761;0.617;0;1;1;2;;;;;;;;
Luis Arcaraz Y Su Orquesta;0.977;0.46;188973;0.277;0.00428;0.282;-8.993;0.0451;89.165;0.215;45;1;1;2;;;;;;;;
Luis Aviles;0.213;0.661;214520;0.576;3.42E-05;0.0702;-10.249;0.0347;136.286;0.971;30;7;0;2;;;;;;;;
Luis Bacalov;0.419384615;0.369153846;174350.6923;0.417384615;0.411758462;0.156446154;-13.96884615;0.032846154;100.1142308;0.466815385;33.76923077;9;0;13;;;;;;;;
Luis Berger;0.215;0.338;229932;0.493;0;0.0594;-8.833;0.0354;188.908;0.452;0;1;1;2;;;;;;;;
Luis Bonfa;0.735;0.715;216360;0.406;0.649;0.11;-17.926;0.0573;104.756;0.65;51;4;0;1;;;;;;;;
Luis Cobos;0.870666667;0.2;270022.3333;0.356666667;0.030333333;0.132866667;-13.48766667;0.039533333;88.95833333;0.1094;5.333333333;2;1;3;;;;;;;;
Luis Coronel;0.274;0.483;186480;0.695;0;0.366;-2.568;0.0285;138.571;0.596;59;5;1;2;;;;;;;;
Luis Daniel Colón;0.842;0.74;307627;0.328;2.81E-06;0.064;-10.576;0.0563;110.259;0.599;31;2;0;1;;;;;;;;
Luis Diaz;0.962444444;0.624444444;194220.8889;0.233944444;0.283886333;0.178922222;-12.42944444;0.178044444;128.9563333;0.678222222;0;4;1;18;;;;;;;;
Luis Díaz;0.9845;0.716583333;180750;0.3205;0.477541667;0.221791667;-10.24208333;0.193416667;130.6326667;0.8135;0.166666667;2;1;24;;;;;;;;
Luis Eduardo Aute;0.643;0.654;301513.5;0.445;4.71E-06;0.0852;-11.1035;0.0382;119.736;0.6485;52;9;1;4;;;;;;;;
Luis Enrique;0.481;0.594875;269471;0.696375;1.72E-05;0.1564375;-6.93675;0.04355;112.26825;0.878375;47;5;1;16;;;;;;;;
Luis Fernando Pérez;0.99;0.387;268427;0.0451;0.913;0.112;-24.698;0.0364;61.494;0.071;65;3;1;2;;;;;;;;
Luis Fernando Ramirez Zuluaga;0.875666667;0.512666667;194576.0833;0.311916667;0.058144029;0.099508333;-7.363333333;0.032033333;109.8655;0.433666667;0;10;1;24;;;;;;;;
Luis Figueroa;0.419;0.684;245360;0.762;0;0.0759;-5.147;0.0564;172.015;0.905;0.666666667;0;1;9;;;;;;;;
Luis Fonsi;0.384857143;0.544714286;234449.5714;0.690142857;0;0.278271429;-5.533285714;0.104114286;151.4674286;0.600571429;62.42857143;2;1;7;;;;;;;;
Luis Herrero;0.102;0.73;344302;0.534;0.514;0.342;-5.444;0.0415;127.976;0.683;0;4;0;2;;;;;;;;
Luis Mateus;0.493;0.761;279560;0.419;0;0.501;-15.932;0.0714;135.597;0.835;51;11;1;1;;;;;;;;
Luis Mendez;0.000279;0.743;410625;0.954;0.36;0.0395;-5.381;0.0724;127.994;0.358;0;0;1;2;;;;;;;;
Luis Miguel;0.358140566;0.500886792;225987.8774;0.62490566;0.00058025;0.205276415;-8.224443396;0.041408491;123.1748679;0.482131132;52.23584906;0;1;212;;;;;;;;
Luis Miguel Del Amargue;0.573;0.919;233320;0.677;3.35E-06;0.212;-5.158;0.0374;129.992;0.973;57;7;1;2;;;;;;;;
Luis Perico Ortiz;0.7;0.552;346960;0.812;9.32E-05;0.155;-3.747;0.0607;95.998;0.913;31;4;0;2;;;;;;;;
Luis Pitti;0.0227;0.947;436558;0.941;0.908;0.256;-9.677;0.167;124.004;0.853;0;0;1;1;;;;;;;;
Luis Quintero;0.655;0.741;168255;0.468;0.116;0.0309;-15.979;0.136;137.976;0.965;0;0;1;1;;;;;;;;
Luis R Conriquez;0.7;0.917;176704;0.54;0;0.0753;-6.27;0.0578;112.579;0.935;69;0;0;2;;;;;;;;
Luis Rovira;0.715;0.7315;156970;0.5695;0.249425;0.129;-8.63;0.0456;103.2965;0.848;0;7;0;4;;;;;;;;
Luis Rovira y su Orquesta;0.64474;0.4526;165476;0.687;0.1667822;0.37576;-8.1364;0.06468;113.7794;0.6682;0;10;1;10;;;;;;;;
Luis Russell & His Louisiana Swing Orchestra;0.81;0.688;193200;0.54;0.941;0.0679;-7.242;0.0765;123.497;0.864;0;8;1;2;;;;;;;;
Luis Scalon;0.99375;0.75225;171536.75;0.1655;0.73875;0.1255;-15.0735;0.128675;117.49775;0.85375;0;7;1;8;;;;;;;;
Luis Serrano Alarcón;0.63475;0.210375;346620;0.155325;0.277875;0.30115;-22.947;0.04765;100.3115;0.090625;0;0;0;4;;;;;;;;
Luis Vargas;0.444090909;0.646727273;281504.0909;0.520818182;0.01056526;0.125327273;-9.062090909;0.0794;135.1014545;0.902727273;44.27272727;6;0;11;;;;;;;;
Luis Villegas;0.484;0.679;191753.5;0.9015;0.8965;0.17;-5.9395;0.0322;108.5015;0.8525;38.5;2;1;4;;;;;;;;
Luis Zamudio;0.755;0.581;169979;0.328;0;0.341;-10.328;0.132;130.271;0.501;0;10;1;1;;;;;;;;
Luis de Milan;0.994;0.64;68689.33333;0.033966667;0.924666667;0.105333333;-26.48833333;0.076466667;92.28833333;0.623;0.666666667;1;1;3;;;;;;;;
Luis y Julian;0.5552;0.6516;180082.8;0.5824;1.07E-06;0.12946;-8.5626;0.17266;132.8566;0.8776;43.6;6;1;10;;;;;;;;
Luis Àlvarez;0.938;0.4895;172806.5;0.54925;0.067757055;0.28145;-10.25375;0.07695;126.798;0.6375;0;11;1;8;;;;;;;;
Luisa Mandelli;0.948;0.3605;262133.5;0.222;0.002731685;0.392;-16.7715;0.09425;146.81;0.195;0;4;1;2;;;;;;;;
Luisa Ribacchi;0.9538;0.418;167848;0.2426;0.00039782;0.28756;-16.5646;0.08838;80.7618;0.25524;0.2;1;1;5;;;;;;;;
Luisa Villa;0.982333333;0.249333333;190911;0.124833333;0.009604047;0.172666667;-17.49633333;0.052666667;77.84466667;0.0924;3.666666667;5;0;3;;;;;;;;
Luise Helletsgruber;0.977;0.498;63480;0.1885;0.005774;0.1885;-19.371;0.301;116.1695;0.508;0;3;1;2;;;;;;;;
Luise Leitner;0.924;0.416;554533;0.164;0;0.304;-23.508;0.102;95.227;0.371;0;0;1;1;;;;;;;;
Luisito Benjamin;0.34;0.728;174493;0.604;0;0.145;-4.86;0.064;115.948;0.823;15;2;1;2;;;;;;;;
Luiz Barbosa;0.967;0.657;154000;0.153;0.0014;0.0881;-17.032;0.0805;105.587;0.622;1;6;0;2;;;;;;;;
Luiz Bonfá;0.82888;0.51868;233092.24;0.30072;0.3467056;0.149556;-16.11148;0.037168;117.34176;0.56784;34.64;9;0;25;;;;;;;;
Luiz Gonzaga;0.49675;0.676;161673.5;0.73975;3.58E-06;0.20425;-7.90775;0.053775;111.1185;0.8985;29.5;2;1;8;;;;;;;;
Luiz Henrique;0.881;0.626;184173;0.238;0.00366;0.182;-19.585;0.0418;78.816;0.664;39;4;0;2;;;;;;;;
Luiz Melodia;0.928;0.5405;148386.5;0.296;0.0008558;0.1445;-8.45;0.0455;110.0385;0.308;52.5;5;1;4;;;;;;;;
Luiz Piçarra;0.7885;0.365;189600;0.285;0.06300303;0.3175;-11.8385;0.04175;117.021;0.377;0;7;1;4;;;;;;;;
Luiz Soberano;0.426;0.589;277307;0.421;0.497;0.193;-13.483;0.0604;130.272;0.705;23;0;1;1;;;;;;;;
Luka Sambe;0.0232;0.599;445187;0.875;0.898;0.0924;-7.319;0.0369;122.009;0.301;0;1;1;2;;;;;;;;
Lukas;0.657;0.535;232000;0.561;0;0.147;-7.471;0.0512;59.895;0.474;23;10;1;6;;;;;;;;
Lukas Foss;0.826090909;0.328381818;251154.9091;0.298496364;0.661545455;0.144054545;-18.00745455;0.048436364;114.6878182;0.2703;0;0;1;11;;;;;;;;
Lukas Graham;0.165711111;0.649444444;209179;0.538888889;1.42E-05;0.2258;-5.707333333;0.0616;139.3117778;0.415;72.55555556;9;0;9;;;;;;;;
Lukas Nelson and Promise of the Real;0.16625;0.641;320213.5;0.624;0.083465;0.09135;-7.0725;0.05615;146.6545;0.778;52.5;11;1;4;;;;;;;;
Lukas Newbert;0.0165;0.799;258750;0.739;0.758;0.0686;-5.772;0.0578;128.006;0.4;0;5;0;4;;;;;;;;
Luke;0.0399;0.801;279933;0.765;8.35E-06;0.429;-11.968;0.203;138.052;0.624;37;6;0;2;;;;;;;;
Luke Benward;0.12;0.703;203320;0.691;0;0.083;-7.294;0.0315;121.016;0.906;51;9;1;2;;;;;;;;
Luke Bond;0.013822289;0.457055556;103323.5;0.914388889;0.100732217;0.403233333;-6.015277778;0.115566667;134.9498333;0.407566667;14.22222222;2;0;18;;;;;;;;
